,station,weight,latitude,longitude,elevation,label
6892,ASN00080049,11.0,-36.3613,144.7108,114.0,3123.0
13738,ASN00081084,31.0,-36.3608,145.4594,113.4,9342.0
23725,ASN00080091,48.0,-36.335,145.0638,105.0,3123.0
6890,ASN00078031,107.0,-36.3347,141.6367,133.0,3123.0
10340,ASN00071031,3.0,-36.3333,148.4833,1275.0,5467.0
13737,ASN00078015,10.0,-36.3092,141.6486,138.9,3123.0
3480,ASN00080006,7.0,-36.3,143.4,116.7,3123.0
6800,ASN00025536,7.0,-36.3,140.7667,81.7,3715.0
149,ASN00070217,22.0,-36.2939,148.9725,930.0,5467.0
172,ASN00080128,8.0,-36.2847,143.3341,131.7,3123.0
168,ASN00078077,44.0,-36.2614,142.405,113.4,3123.0
13716,ASN00069017,44.0,-36.2519,150.2275,52.0,5467.0
17088,ASN00070278,38.0,-36.2318,149.1243,778.0,5467.0
17091,ASN00072162,15.0,-36.2304,148.1405,339.3,5467.0
158,ASN00072060,33.0,-36.2254,148.1431,337.0,5467.0
10338,ASN00070258,14.0,-36.2167,149.1333,860.0,5467.0
6874,ASN00069022,28.0,-36.2144,150.1358,25.0,5467.0
6894,ASN00082139,19.0,-36.2136,147.5394,981.0,5467.0
3481,ASN00082011,34.0,-36.2003,147.8956,313.5,5467.0
3482,ASN00082066,5.0,-36.2,147.9,256.0,5467.0
17106,ASN00082169,7.0,-36.1828,147.8938,290.0,5467.0
178,ASN00082092,4.0,-36.1821,147.5515,745.0,5467.0
10357,ASN00080015,56.0,-36.1647,144.7642,96.0,3123.0
6891,ASN00078086,11.0,-36.14,141.9878,85.0,3123.0
179,ASN00082100,18.0,-36.1333,147.0,198.0,9342.0
177,ASN00082056,11.0,-36.1167,146.9,152.0,9342.0
17101,ASN00080002,22.0,-36.116,143.7229,90.0,3123.0
10270,ASN00025557,11.0,-36.1058,140.3273,27.0,3715.0
10360,ASN00082039,48.0,-36.1047,146.5094,175.0,9342.0
3474,ASN00072023,48.0,-36.1039,147.0329,184.0,9342.0
171,ASN00080043,12.0,-36.1,145.45,108.0,9342.0
20374,ASN00025507,51.0,-36.098,140.3556,29.0,3715.0
17102,ASN00080101,8.0,-36.0918,145.4531,100.0,9342.0
13726,ASN00072097,17.0,-36.0817,146.955,152.0,9342.0
23714,ASN00072146,25.0,-36.0692,146.9534,165.0,9342.0
23715,ASN00072160,20.0,-36.069,146.9509,163.5,9342.0
17004,ASN00022802,4.0,-36.0667,136.7,75.0,3715.0
20448,ASN00072059,8.0,-36.0667,146.9333,182.9,9342.0
20378,ASN00026049,4.0,-36.0582,139.5913,4.0,3715.0
17104,ASN00081124,20.0,-36.0294,146.0306,128.9,9342.0
20460,ASN00081057,11.0,-36.0281,146.0044,128.0,9342.0
13733,ASN00074077,5.0,-36.0167,144.9,105.2,3123.0
10346,ASN00074034,42.0,-35.9887,146.3574,143.0,9342.0
166,ASN00077007,19.0,-35.9825,142.9156,102.0,3123.0
10352,ASN00077004,19.0,-35.9384,142.4202,100.0,3123.0
6881,ASN00072091,37.0,-35.9383,148.3842,1475.0,5467.0
20450,ASN00072161,16.0,-35.9371,148.3779,1482.4,5467.0
10333,ASN00069018,56.0,-35.9093,150.1532,17.0,5467.0
17085,ASN00069148,13.0,-35.9004,150.1437,4.0,5467.0
17097,ASN00077035,5.0,-35.8974,141.995,88.0,3123.0
6877,ASN00071010,13.0,-35.8833,148.5,1395.0,5467.0
6734,AR000875440,44.0,-35.867,-61.9,85.0,5579.0
13626,ASN00022803,45.0,-35.8426,138.1327,55.0,3715.0
17095,ASN00074106,42.0,-35.817,145.6004,114.0,9342.0
3475,ASN00074069,13.0,-35.8119,144.901,105.0,3123.0
3473,ASN00072009,3.0,-35.8,147.9333,457.2,5467.0
13627,ASN00022814,23.0,-35.8,137.3333,155.0,3715.0
10341,ASN00072043,42.0,-35.778,148.0141,655.0,5467.0
20375,ASN00025554,2.0,-35.7681,140.8911,155.0,3715.0
20364,ASN00022823,10.0,-35.7549,136.5959,158.0,3715.0
20363,ASN00022801,46.0,-35.7529,136.5938,143.0,3715.0
13721,ASN00070172,21.0,-35.75,148.9833,975.4,5467.0
20458,ASN00080023,50.0,-35.7236,143.9197,77.7,3123.0
145,ASN00069134,21.0,-35.7234,150.1872,11.0,5467.0
167,ASN00077010,9.0,-35.7151,142.3569,77.3,3123.0
6793,ASN00022841,19.0,-35.7114,137.5231,5.0,3715.0
13735,ASN00074253,4.0,-35.7111,145.6236,110.0,9342.0
13724,ASN00070312,5.0,-35.692,149.0052,890.0,5467.0
17009,ASN00024518,46.0,-35.6902,139.3375,3.0,3715.0
10345,ASN00074023,3.0,-35.6613,145.561,108.0,9342.0
10344,ASN00074009,9.0,-35.6577,145.8126,119.0,9342.0
64,ASN00022807,45.0,-35.6569,137.6364,20.0,3715.0
10342,ASN00072090,6.0,-35.65,148.0667,1005.8,5467.0
23713,ASN00072014,3.0,-35.65,147.7167,420.0,5467.0
155,ASN00072013,5.0,-35.65,147.8022,580.0,5467.0
148,ASN00070206,18.0,-35.6333,148.95,924.8,5467.0
3469,ASN00070241,14.0,-35.5833,148.9833,1116.0,5467.0
10266,ASN00023816,7.0,-35.5718,138.244,320.0,3715.0
6798,ASN00023875,18.0,-35.5695,138.2864,341.0,3715.0
6886,ASN00074093,4.0,-35.5667,145.5333,106.7,9342.0
23718,ASN00074258,16.0,-35.5575,144.9458,94.0,3123.0
17006,ASN00023751,37.0,-35.555,138.6217,5.0,3715.0
13634,ASN00023804,12.0,-35.5544,138.5997,8.0,3715.0
17083,ASN00069126,5.0,-35.5467,150.3767,15.0,5467.0
23710,ASN00070317,4.0,-35.5368,148.8383,962.0,5467.0
10347,ASN00074210,4.0,-35.5333,144.9667,96.0,3123.0
154,ASN00070349,7.0,-35.5293,148.7721,1760.0,5467.0
17096,ASN00074128,141.0,-35.5269,144.952,93.0,3123.0
17007,ASN00023894,10.0,-35.5194,138.8177,11.0,3715.0
10267,ASN00023849,13.0,-35.5147,138.7989,3.0,3715.0
156,ASN00072035,5.0,-35.5,147.6167,492.9,5467.0
10332,ASN00069010,9.0,-35.4489,149.799,643.0,5467.0
151,ASN00070316,3.0,-35.4424,148.8296,815.0,5467.0
20445,ASN00070310,28.0,-35.4408,148.9422,700.0,5467.0
6876,ASN00069132,22.0,-35.4253,149.7835,665.2,5467.0
23712,ASN00070339,17.0,-35.4184,149.0937,586.7,5467.0
10269,ASN00024545,4.0,-35.4167,138.9667,7.6,3715.0
10335,ASN00069106,5.0,-35.4,150.4333,15.0,5467.0
13631,ASN00023738,11.0,-35.39,138.4652,216.0,3715.0
3389,ASN00025562,9.0,-35.3778,140.5378,110.1,3715.0
13736,ASN00077094,16.0,-35.3766,143.5416,71.0,3123.0
63,ASN00022029,14.0,-35.3725,136.8594,80.0,3715.0
20454,ASN00074039,20.0,-35.3667,145.05,91.0,3123.0
13717,ASN00069031,3.0,-35.3667,150.4833,9.1,5467.0
13718,ASN00069138,22.0,-35.3635,150.4827,35.7,5467.0
3477,ASN00077042,37.0,-35.3406,143.5533,70.0,3123.0
3373,ASN00018115,51.0,-35.3365,136.1174,32.0,3715.0
157,ASN00072046,11.0,-35.3333,148.2667,305.0,5467.0
13734,ASN00074110,10.0,-35.3305,146.2652,125.0,9342.0
13641,ASN00025509,56.0,-35.3288,140.5175,99.0,3715.0
153,ASN00070338,2.0,-35.3083,149.1936,578.4,5467.0
6880,ASN00072000,29.0,-35.3077,148.0646,333.0,5467.0
17086,ASN00070014,72.0,-35.3049,149.2014,578.4,5467.0
13719,ASN00070015,23.0,-35.3,149.1,581.0,5467.0
13722,ASN00070260,2.0,-35.3,148.9167,625.0,5467.0
13639,ASN00024580,16.0,-35.2836,138.8934,58.0,3715.0
6792,ASN00022049,17.0,-35.2795,136.9392,42.0,3715.0
13723,ASN00070282,14.0,-35.2667,149.1167,564.0,5467.0
20372,ASN00023747,44.0,-35.256,138.8901,70.0,3715.0
3386,ASN00024536,19.0,-35.2546,139.4542,21.0,3715.0
3468,ASN00070090,2.0,-35.2389,148.9958,605.0,5467.0
3383,ASN00023818,19.0,-35.2158,138.7014,300.0,3715.0
6760,ASN00009787,16.0,-35.1833,117.8833,103.0,3715.0
3384,ASN00023887,15.0,-35.1712,138.6783,365.0,3715.0
17089,ASN00072052,5.0,-35.1667,148.3667,640.1,5467.0
10268,ASN00023885,12.0,-35.1586,138.5057,55.0,3715.0
20449,ASN00072150,71.0,-35.1583,147.4573,212.0,5467.0
17090,ASN00072151,78.0,-35.1333,147.3667,240.0,5467.0
162,ASN00074114,45.0,-35.1311,147.3091,222.0,9342.0
17010,ASN00024521,47.0,-35.1234,139.2592,33.0,3715.0
165,ASN00076064,48.0,-35.1201,142.004,105.0,3123.0
6791,ASN00022030,12.0,-35.1167,137.8333,3.0,3715.0
17082,ASN00069049,41.0,-35.1165,150.0847,630.0,5467.0
17003,ASN00022046,20.0,-35.1121,137.7395,6.0,3715.0
952,NZ000093012,21.0,-35.1,173.267,54.0,5467.0
139,ASN00068034,47.0,-35.0936,150.8048,85.0,5467.0
13715,ASN00068151,12.0,-35.0936,150.8049,85.0,5467.0
13640,ASN00025006,10.0,-35.09,139.8972,72.0,3715.0
10349,ASN00075046,5.0,-35.0885,144.0349,72.0,3123.0
13730,ASN00073128,18.0,-35.0778,148.1039,232.0,5467.0
10351,ASN00076047,56.0,-35.0694,142.3158,50.3,3123.0
10339,ASN00070313,4.0,-35.0667,149.5833,795.0,5467.0
23716,ASN00073125,6.0,-35.0667,148.1,289.9,5467.0
6884,ASN00073108,3.0,-35.0667,148.1,215.8,5467.0
69,ASN00024584,7.0,-35.065,139.2273,45.0,3715.0
3382,ASN00023733,56.0,-35.0639,138.8509,360.0,3715.0
17092,ASN00073127,35.0,-35.0517,147.3493,219.2,5467.0
17094,ASN00073141,18.0,-35.0479,148.1075,250.0,2908.0
66,ASN00023745,7.0,-35.0333,138.7167,496.2,3715.0
10224,ASN00009500,68.0,-35.0289,117.8808,3.0,3715.0
20371,ASN00023703,24.0,-35.0042,138.6147,305.0,3715.0
13633,ASN00023785,20.0,-35.0,138.7167,496.0,3715.0
13727,ASN00073007,47.0,-34.9997,148.5984,390.0,2908.0
62,ASN00022018,48.0,-34.9906,137.3995,53.0,3715.0
6797,ASN00023842,22.0,-34.9784,138.7088,685.0,3715.0
6795,ASN00023031,21.0,-34.9697,138.6331,115.0,3715.0
4109,CI000085629,3.0,-34.967,-71.233,225.0,5654.0
20366,ASN00023046,2.0,-34.9566,138.5356,6.0,3715.0
23645,ASN00023034,58.0,-34.9524,138.5204,2.0,3715.0
20326,ASN00009637,17.0,-34.9511,117.37,18.0,3715.0
23648,ASN00023801,29.0,-34.9482,138.8071,480.0,3715.0
31,ASN00009998,9.0,-34.9469,116.7222,73.0,3715.0
20442,ASN00068072,12.0,-34.9469,150.5353,109.0,1869.0
6872,ASN00068076,45.0,-34.9449,150.545,109.0,1869.0
13589,ASN00009741,48.0,-34.9414,117.8022,68.0,3715.0
65,ASN00023000,92.0,-34.9254,138.5869,40.0,3715.0
3380,ASN00023090,36.0,-34.9211,138.6216,48.0,3715.0
6796,ASN00023097,9.0,-34.8833,138.7167,225.0,3715.0
20367,ASN00023057,28.0,-34.8533,138.6517,77.0,3715.0
10343,ASN00073019,11.0,-34.8456,147.5714,280.0,2908.0
20328,ASN00009871,26.0,-34.8361,116.0308,4.5,3715.0
4415,SF000068920,48.0,-34.833,20.017,14.0,8316.0
147,ASN00070091,45.0,-34.8313,148.9113,520.0,2908.0
23709,ASN00070210,4.0,-34.8167,149.7333,641.0,2908.0
13635,ASN00023826,5.0,-34.8167,138.85,340.0,3715.0
152,ASN00070330,22.0,-34.8085,149.7312,640.0,2908.0
20365,ASN00023013,56.0,-34.7977,138.6281,9.5,3715.0
13629,ASN00023037,32.0,-34.7833,138.6242,16.0,3715.0
3388,ASN00025034,23.0,-34.7797,140.2733,77.0,3715.0
3471,ASN00070285,3.0,-34.7667,149.7,686.0,2908.0
6885,ASN00074082,3.0,-34.75,146.55,151.5,2908.0
13720,ASN00070037,5.0,-34.75,149.8667,702.0,2908.0
3476,ASN00074083,2.0,-34.75,146.5667,161.5,2908.0
3470,ASN00070263,38.0,-34.7495,149.7034,670.0,2908.0
3379,ASN00022031,12.0,-34.748,137.5276,32.0,3715.0
17080,ASN00068161,4.0,-34.7333,150.6167,130.0,1869.0
13628,ASN00023015,22.0,-34.7333,138.65,24.0,3715.0
10348,ASN00074221,43.0,-34.7325,146.5592,173.0,2908.0
23649,ASN00023878,18.0,-34.7253,138.9273,525.0,3715.0
17000,ASN00018070,110.0,-34.7225,135.8558,4.0,3715.0
13632,ASN00023763,28.0,-34.7122,138.9469,395.0,3715.0
17005,ASN00023083,40.0,-34.7111,138.6222,16.5,3715.0
23717,ASN00074148,11.0,-34.7071,146.5126,145.0,2908.0
3387,ASN00024547,7.0,-34.6762,139.6513,41.0,3715.0
13713,ASN00068038,19.0,-34.675,150.8519,10.0,1869.0
3467,ASN00068242,1.0,-34.6533,150.8609,15.5,1869.0
23646,ASN00023092,1.0,-34.65,138.5667,17.0,3715.0
13630,ASN00023103,9.0,-34.6453,138.5306,12.0,3715.0
6882,ASN00073009,39.0,-34.6411,148.0236,318.0,2908.0
6843,ASN00049002,45.0,-34.6398,143.561,61.0,3123.0
23652,ASN00025050,27.0,-34.6345,140.2432,68.0,3715.0
13731,ASN00073142,17.0,-34.6299,148.0364,335.0,2908.0
6757,ASN00009581,88.0,-34.625,117.6361,300.0,3715.0
160,ASN00074037,13.0,-34.6223,146.4328,164.0,2908.0
6889,ASN00076125,8.0,-34.6,142.7833,49.0,3123.0
13622,ASN00018192,21.0,-34.5993,135.8784,8.5,3715.0
6759,ASN00009754,29.0,-34.5961,118.5519,120.0,3715.0
6844,ASN00049013,5.0,-34.5833,142.7333,61.0,3123.0
23579,AR000875850,94.0,-34.583,-58.483,25.0,5579.0
3356,ASN00009964,17.0,-34.5714,117.0106,250.0,3715.0
16967,ASN00009968,15.0,-34.5683,116.3367,210.0,3715.0
161,ASN00074062,17.0,-34.567,146.4114,140.0,2908.0
6873,ASN00068241,14.0,-34.5638,150.79,8.0,1869.0
20451,ASN00073016,12.0,-34.5607,148.3653,430.0,2908.0
20370,ASN00023343,51.0,-34.5519,138.8342,116.0,3715.0
20456,ASN00075175,11.0,-34.5471,144.867,90.0,3123.0
140,ASN00068045,13.0,-34.5444,150.3768,675.0,1869.0
6794,ASN00023020,32.0,-34.5267,138.6883,68.0,3715.0
3466,ASN00068239,12.0,-34.5253,150.4217,678.4,1869.0
23720,ASN00075031,56.0,-34.5194,144.8545,93.3,3123.0
23647,ASN00023122,15.0,-34.5106,138.6763,65.0,3715.0
13712,ASN00068005,1.0,-34.5,150.4,661.7,1869.0
13621,ASN00018181,21.0,-34.4906,135.8511,95.0,3715.0
20443,ASN00068102,46.0,-34.4869,150.4019,690.0,1869.0
6719,UY000086565,35.0,-34.483,-54.3,18.0,5579.0
10331,ASN00068053,19.0,-34.4772,150.9131,11.0,1869.0
20369,ASN00023321,42.0,-34.4767,139.0047,274.0,3715.0
3381,ASN00023373,16.0,-34.4761,139.0056,275.0,3715.0
17087,ASN00070025,9.0,-34.4578,149.4693,887.0,2908.0
16918,UY000086562,66.0,-34.45,-57.85,14.0,5579.0
6758,ASN00009592,56.0,-34.4478,116.0433,174.0,3715.0
3354,ASN00009843,7.0,-34.4417,116.9944,230.0,3715.0
23651,ASN00024024,29.0,-34.439,140.5978,30.1,3715.0
150,ASN00070220,4.0,-34.4382,148.7158,488.0,2908.0
67,ASN00024023,20.0,-34.4333,140.6,66.0,3715.0
20453,ASN00073151,8.0,-34.4292,147.5111,280.5,2908.0
20452,ASN00073038,40.0,-34.4061,147.5248,270.0,2908.0
146,ASN00070080,54.0,-34.4048,149.8197,845.0,2908.0
142,ASN00068188,37.0,-34.403,150.8795,25.0,1869.0
17001,ASN00018191,22.0,-34.3749,135.3741,28.0,3715.0
23644,ASN00022008,56.0,-34.3745,137.6733,185.0,3715.0
13584,ASN00009518,106.0,-34.3728,115.1358,13.0,3715.0
3465,ASN00068228,16.0,-34.3691,150.9291,10.0,1869.0
13732,ASN00074000,10.0,-34.3567,146.9032,204.0,2908.0
20368,ASN00023307,8.0,-34.3412,138.9155,245.0,3715.0
23722,ASN00075174,7.0,-34.3229,146.0684,125.0,2908.0
23719,ASN00075028,27.0,-34.3183,146.0667,126.0,2908.0
6883,ASN00073056,24.0,-34.3167,148.2967,440.0,2908.0
10265,ASN00022015,9.0,-34.2971,138.0014,2.0,3715.0
23650,ASN00024002,2.0,-34.2833,140.6,65.5,3715.0
23707,ASN00070034,22.0,-34.2739,148.84,500.0,2908.0
20373,ASN00024025,9.0,-34.2717,140.5964,50.0,3715.0
23600,ASN00009573,56.0,-34.2508,116.145,286.7,3715.0
10350,ASN00075079,21.0,-34.2502,146.1897,129.0,2908.0
17093,ASN00073138,22.0,-34.2493,148.2475,379.6,2908.0
163,ASN00075041,31.0,-34.2487,146.0695,134.0,2908.0
164,ASN00076031,66.0,-34.2358,142.0867,50.0,3123.0
6888,ASN00076026,11.0,-34.2133,142.04,56.4,3123.0
24655,SF000175820,42.0,-34.2,24.833,7.0,8316.0
17008,ASN00024048,17.0,-34.1983,140.6766,31.5,3715.0
13637,ASN00024041,21.0,-34.1944,139.9378,65.0,3715.0
3385,ASN00024033,2.0,-34.1847,140.0242,54.9,4222.0
20457,ASN00076077,58.0,-34.1833,142.2,53.9,4222.0
6799,ASN00024018,15.0,-34.1778,139.9806,25.0,4222.0
13638,ASN00024511,48.0,-34.1754,139.0847,415.0,4222.0
13636,ASN00024016,45.0,-34.1711,140.7494,20.0,4222.0
13714,ASN00068052,11.0,-34.1685,150.6145,165.0,1869.0
16942,AR000087534,58.0,-34.133,-63.367,137.0,5579.0
13680,ASN00047053,10.0,-34.1065,141.9189,37.0,4222.0
141,ASN00068081,22.0,-34.0833,150.8167,75.0,1869.0
14680,SF000104560,5.0,-34.083,21.25,116.0,8316.0
17081,ASN00068257,1.0,-34.0615,150.7735,112.0,1869.0
68,ASN00024045,10.0,-34.0569,139.7583,16.0,4222.0
20439,ASN00066078,21.0,-34.0517,150.98,140.0,1869.0
3464,ASN00068220,7.0,-34.0411,150.8458,90.0,1869.0
17043,ASN00047016,45.0,-34.0398,141.2652,43.0,4222.0
23706,ASN00068192,37.0,-34.0391,150.689,73.9,1869.0
23602,ASN00009746,14.0,-34.0281,115.1042,80.0,7224.0
18029,SF000288380,30.0,-34.017,22.383,190.0,8316.0
13728,ASN00073032,45.0,-34.0112,147.7937,250.0,2908.0
13700,ASN00063033,11.0,-34.0111,149.8369,1148.0,2908.0
3463,ASN00067117,14.0,-33.9795,150.9254,40.0,1869.0
13625,ASN00022050,7.0,-33.9703,137.6628,41.1,4222.0
23702,ASN00067009,11.0,-33.9667,150.9,23.0,1869.0
34,ASN00010622,46.0,-33.9644,118.4889,286.0,7224.0
20325,ASN00009574,6.0,-33.9592,115.0642,80.0,7224.0
13583,ASN00009510,106.0,-33.9575,116.1375,149.9,7224.0
3378,ASN00022006,49.0,-33.9551,137.6953,44.0,4222.0
23701,ASN00066154,5.0,-33.95,150.95,-999.9,1869.0
13585,ASN00009617,15.0,-33.9486,116.1311,178.7,7224.0
10326,ASN00066037,74.0,-33.9465,151.1731,6.0,1869.0
13683,ASN00050017,14.0,-33.9382,147.1962,257.0,2908.0
13590,ASN00009961,17.0,-33.9306,120.1283,26.0,4222.0
20440,ASN00067035,38.0,-33.9272,150.9128,20.0,1869.0
13729,ASN00073054,48.0,-33.9262,147.2418,245.0,2908.0
6870,ASN00067020,10.0,-33.9214,150.8861,20.0,1869.0
6868,ASN00066137,45.0,-33.9181,150.9864,6.5,1869.0
10330,ASN00066194,17.0,-33.9057,151.1134,3.0,1869.0
159,ASN00073014,42.0,-33.9029,148.1718,410.0,2908.0
17066,ASN00063021,10.0,-33.9,148.7,-999.9,2908.0
20438,ASN00066009,2.0,-33.8975,151.2328,38.0,1869.0
23704,ASN00067108,17.0,-33.8969,150.7281,81.2,1869.0
13708,ASN00066160,7.0,-33.8959,151.2341,38.0,1869.0
36,ASN00010905,19.0,-33.8878,119.1092,305.0,7224.0
20441,ASN00067068,13.0,-33.8683,150.7278,65.0,1869.0
10328,ASN00066062,154.0,-33.8607,151.205,39.0,1869.0
6869,ASN00066195,16.0,-33.8521,151.0646,28.0,1869.0
23705,ASN00067119,15.0,-33.8511,150.8567,100.0,1869.0
20324,ASN00009541,62.0,-33.85,121.8833,4.0,4222.0
17068,ASN00063087,1.0,-33.8462,149.7396,1215.0,2908.0
20437,ASN00065091,45.0,-33.8451,148.6534,300.0,2908.0
17076,ASN00065111,8.0,-33.8449,148.6497,296.5,2908.0
3460,ASN00066196,9.0,-33.8414,151.2633,6.0,1869.0
10264,ASN00021014,35.0,-33.8364,138.6125,385.0,4222.0
10329,ASN00066169,1.0,-33.8333,151.0,30.0,1869.0
23598,ASN00009504,7.0,-33.8325,116.3894,200.0,7224.0
17077,ASN00066134,3.0,-33.8322,151.034,3.0,1869.0
23609,ASN00010582,29.0,-33.83,117.159,305.0,7224.0
28,ASN00009789,44.0,-33.83,121.8925,25.0,4222.0
136,ASN00066131,27.0,-33.8258,151.1556,40.0,1869.0
23643,ASN00021131,19.0,-33.8226,138.5933,395.0,4222.0
3456,ASN00063036,8.0,-33.8199,150.0227,792.0,2908.0
137,ASN00067019,48.0,-33.8193,150.9127,61.0,1869.0
10322,ASN00063023,45.0,-33.8087,148.7071,381.0,2908.0
13711,ASN00067084,18.0,-33.802,150.7069,93.0,1869.0
14681,SF000236780,3.0,-33.8,19.9,204.0,8316.0
6761,ASN00009842,37.0,-33.7964,115.6658,130.0,7224.0
13707,ASN00066124,46.0,-33.7917,151.0181,55.0,1869.0
13624,ASN00021046,92.0,-33.7844,138.2133,103.0,4222.0
17078,ASN00066156,19.0,-33.7791,151.1121,65.0,1869.0
13710,ASN00067026,11.0,-33.7704,150.9318,50.0,1869.0
17002,ASN00021133,14.0,-33.7676,138.2182,109.1,4222.0
13709,ASN00066193,2.0,-33.7654,151.1176,51.0,1869.0
23641,ASN00020028,14.0,-33.7622,140.1251,55.0,4222.0
10226,ASN00009764,2.0,-33.75,120.6,70.0,4222.0
23703,ASN00067089,1.0,-33.7459,151.0402,120.0,1869.0
134,ASN00063293,15.0,-33.74,149.8822,1190.0,2908.0
17079,ASN00067113,17.0,-33.7195,150.6783,24.7,1869.0
20433,ASN00063039,49.0,-33.7122,150.3087,1015.0,1869.0
60,ASN00018116,16.0,-33.7081,136.5026,175.0,4222.0
20327,ASN00009868,4.0,-33.7078,120.8653,80.0,4222.0
13701,ASN00063077,7.0,-33.7065,150.5848,320.0,1869.0
10259,ASN00018014,51.0,-33.7011,136.4937,193.0,4222.0
17070,ASN00063227,6.0,-33.6976,150.3665,898.0,1869.0
10327,ASN00066059,8.0,-33.6908,151.2253,199.0,1869.0
23608,ASN00010579,106.0,-33.6886,117.5553,310.0,7224.0
23601,ASN00009603,15.0,-33.6858,115.4008,16.3,7224.0
37,ASN00010916,14.0,-33.6856,117.6064,320.0,7224.0
16966,ASN00009542,22.0,-33.6825,121.8275,142.0,4222.0
23699,ASN00063063,28.0,-33.6774,149.8374,1095.0,2908.0
23599,ASN00009515,19.0,-33.6611,115.3456,4.0,7224.0
26,ASN00009569,13.0,-33.655,115.3194,3.9,7224.0
10260,ASN00018069,51.0,-33.6501,134.888,7.0,4222.0
14382,CI000085585,20.0,-33.633,-75.817,30.0,5654.0
3458,ASN00063292,22.0,-33.6185,150.2741,1080.0,1869.0
4416,SF000227590,14.0,-33.617,19.467,270.0,8316.0
13699,ASN00063019,4.0,-33.6167,149.1333,720.2,2908.0
17069,ASN00063216,5.0,-33.6167,149.1333,720.2,2908.0
3462,ASN00067021,10.0,-33.6165,150.7477,20.0,1869.0
6887,ASN00075050,20.0,-33.6104,146.3161,192.0,2908.0
29,ASN00009877,8.0,-33.6033,115.4983,15.0,7224.0
13587,ASN00009631,34.0,-33.6031,121.7828,158.0,4222.0
138,ASN00067033,45.0,-33.6022,150.7794,19.0,1869.0
6871,ASN00067105,18.0,-33.6004,150.7761,19.0,1869.0
18030,SF000376960,3.0,-33.6,26.883,37.0,8316.0
16976,ASN00012281,25.0,-33.5969,120.7578,210.0,4222.0
10323,ASN00063056,26.0,-33.5917,150.2544,1064.0,1869.0
3461,ASN00067010,10.0,-33.5908,151.0094,170.0,1869.0
35,ASN00010633,51.0,-33.5803,120.0458,232.0,4222.0
135,ASN00065006,15.0,-33.572,148.6619,300.0,2908.0
6756,ASN00009534,106.0,-33.5719,115.8247,63.0,7224.0
40,ASN00012044,11.0,-33.5547,120.6997,220.0,4222.0
10225,ASN00009519,56.0,-33.5372,115.0189,109.0,7224.0
17064,ASN00063010,10.0,-33.535,149.26,863.0,2908.0
23639,ASN00018139,36.0,-33.5085,135.2928,37.0,4222.0
20455,ASN00075032,56.0,-33.4915,145.5249,122.0,2908.0
133,ASN00063224,40.0,-33.4901,150.1498,950.0,2908.0
20435,ASN00063226,2.0,-33.4769,150.1303,900.0,2908.0
11280,SF000414170,14.0,-33.467,18.717,102.0,8316.0
6861,ASN00063046,9.0,-33.45,150.05,975.0,2908.0
20434,ASN00063053,24.0,-33.4455,149.1847,960.0,2908.0
13703,ASN00063305,2.0,-33.43,149.555,715.0,2908.0
23698,ASN00063005,47.0,-33.4289,149.5559,713.0,2908.0
131,ASN00063004,117.0,-33.4167,149.55,704.0,2908.0
10324,ASN00063111,7.0,-33.4167,149.85,1067.0,2908.0
6863,ASN00063291,22.0,-33.412,149.654,744.5,2908.0
10320,ASN00061087,30.0,-33.3949,151.3289,20.0,1869.0
17065,ASN00063018,4.0,-33.3934,149.0231,987.0,2908.0
3459,ASN00065016,121.0,-33.3892,148.0081,240.0,2908.0
10301,ASN00047029,10.0,-33.3856,142.5696,53.0,4222.0
13702,ASN00063231,43.0,-33.3815,149.1229,948.0,2908.0
20436,ASN00063303,17.0,-33.3813,149.127,947.4,2908.0
132,ASN00063062,6.0,-33.3675,150.2383,1050.0,2908.0
6867,ASN00065103,17.0,-33.3627,147.9205,230.4,2908.0
13591,ASN00009994,10.0,-33.3608,116.1717,200.0,7224.0
13586,ASN00009628,19.0,-33.36,116.1467,204.0,7224.0
61,ASN00021020,20.0,-33.359,138.393,273.0,4222.0
30,ASN00009965,17.0,-33.3567,115.6447,5.2,7224.0
6718,UY000002206,1.0,-33.35,-56.5,92.0,5579.0
25,ASN00009514,20.0,-33.3267,115.63,4.0,7224.0
10325,ASN00063254,37.0,-33.3211,149.0828,922.0,2908.0
10227,ASN00009885,10.0,-33.3158,115.66,3.0,7224.0
10321,ASN00061351,31.0,-33.3102,151.2443,280.0,1869.0
16973,ASN00010647,42.0,-33.3075,117.3403,256.0,7224.0
6862,ASN00063244,5.0,-33.3,149.1167,876.3,2908.0
3452,ASN00061375,18.0,-33.2894,151.2107,305.0,1869.0
23721,ASN00075039,44.0,-33.2833,146.3707,169.0,2908.0
17067,ASN00063065,12.0,-33.2833,149.1,863.2,2908.0
1089,SF000570480,12.0,-33.283,26.5,642.0,8316.0
7867,SF000508870,6.0,-33.283,23.5,842.0,8316.0
23696,ASN00061366,18.0,-33.2815,151.5766,18.8,1869.0
13697,ASN00061273,35.0,-33.2815,151.5759,27.0,1869.0
20361,ASN00021008,15.0,-33.2758,138.575,458.0,4222.0
10175,UY000086490,66.0,-33.25,-58.067,17.0,5579.0
20362,ASN00021118,1.0,-33.2341,138.001,10.0,4222.0
10317,ASN00061029,13.0,-33.2333,151.2,312.0,1869.0
11281,SF000456110,14.0,-33.2,20.867,656.0,8316.0
